expression; size; sliced on; sign slice; sign size 
(let* ((ppfi -23) (r 9) (sztyo (* -19 -1)) (p -1)) 13);9;-27;(let* ((r 9)) '());3
(let ((aqa 27) (tdv 21) (slduk -20) (ao -10)) (if #t (begin -3 ao -7) (/ (begin -14 17) 28)));17;17;(let ((tdv 21)) '());3
(let ((eogrk -12) (xsdmd (+ 10 13)) (ilyfrf (if #t 26 30)) (imrlbn 30)) xsdmd);12;11;(let ((imrlbn 30)) '());3
(let* ((zy 16) (weob -9) (amd 8) (lkt -19)) -19);6;-17;(let* ((lkt -19)) '());3
(let* ((nhwrx 27) (bhqsle 11)) 17);4;-15;(let* ((bhqsle 11)) '());3
(let ((nchg (begin 3 9)) (ve 25) (jul -15)) ve);7;22;(let ((ve 25)) '());3
(let* ((sq (let* ((t 17)) (+ t t))) (lxjwdz (/ -1 (- 10 8))) (ntox 3) (cjky -29)) (+ (/ 2 ntox) -22));23;16;(let* ((sq (let* ((t 17)) (+ t t)))) '());8
(let* ((xkjl (if #f (if #t (if #t -27 -23) (if #f -22 17)) (* 3 8))) (v (if #f 26 9)) (vrmu 4) (htcj -2)) (* (if (< htcj -17) xkjl 27) (+ v htcj)));36;26;(let* ((vrmu 4) (htcj -2)) '());4
(let* ((tpwyez 17) (b (let* () -21)) (pibu (/ -24 -22)) (nyp -25)) (if (< nyp 29) (- nyp -21) (begin b (set! tpwyez 16) b)));23;30;(let* ((b (let* () -21)) (pibu (/ -24 -22)) (nyp -25)) '());9
(let* ((sz -21) (rsmhv 6) (r -5)) (let* ((bjbqn 15) (nebd (/ (/ (/ sz (/ -2 (- (/ (+ sz r) r) r))) (- -2 -30)) sz))) 8));32;-12;(let* () (let* ((bjbqn 15)) '()));4
(let ((ju -16) (q -11)) 16);4;24;(let ((ju -16)) '());3
(letrec* ((q -1) (dbcpu -25) (iexlb 14) (ylmb -6)) (letrec* ((luj (/ (/ 2 iexlb) (* 13 dbcpu))) (poeyaa (- (- dbcpu (+ -9 25)) (/ iexlb (* (* 3 (* 24 ylmb)) (/ iexlb 5)))))) (if (< (+ q (+ 17 (+ iexlb (- (- iexlb -28) (- -4 luj))))) 12) (if #f q dbcpu) (if #t luj -5))));72;25;(letrec* ((q -1) (dbcpu -25) (iexlb 14)) (letrec* ((luj (/ (/ 2 iexlb) (* 13 dbcpu)))) '()));16
(letrec* ((qshk (if #f (/ 26 12) -5)) (zote (begin -20 -30)) (fxesu 9) (ye -11)) 2);14;28;(letrec* ((qshk (if #f (/ 26 12) -5))) '());9
(let ((wttmou (begin 1 -23)) (rspq -2) (te (if #t -28 -4)) (p -26)) (if #t rspq (begin p -21)));16;-23;(let ((rspq -2)) '());3
(let* ((ehe (begin 21 -30)) (yzj (+ -9 (if #f 19 7))) (ngqncr (* 29 7)) (h 19)) ngqncr);17;14;(let* ((ngqncr (* 29 7))) '());6
(letrec* ((dgnpt 13) (ydu 20) (rvrdou (- -27 0)) (zlsuz -15)) (if #t (begin -13 (* rvrdou -12)) 9));17;7;(letrec* ((zlsuz -15)) '());3
(letrec* ((l 23) (y 30) (wp -24) (hzn 26)) (begin -21 -5));8;-20;(letrec* ((l 23)) '());3
(let* ((oio -17) (i (begin 1 2)) (qf -14) (yva -25)) (begin (* (* 11 (* (* -16 12) 6)) 17) 26));22;-24;(let* ((oio -17)) '());3
(let* ((qv (if #f -20 (+ -14 30))) (rptejs 9) (s 19) (fbague -8)) fbague);12;7;(let* ((fbague -8)) '());3
(let* ((hodxon -20)) 10);3;-5;(let* ((hodxon -20)) '());3
(let* ((c -16) (jbv (if #t -11 15)) (aqyj 15) (iu -3)) (/ (begin (if #f 6 aqyj) (set! jbv 13) iu) (/ jbv (if (< (/ 4 (* (/ aqyj iu) 3)) 5) (+ -4 (+ -17 -5)) -4))));43;7;(let* ((aqyj 15) (iu -3)) '());4
(letrec* ((zbxlw -10) (ypufrf -3) (gd 5)) 19);5;-15;(letrec* ((zbxlw -10)) '());3
(letrec* ((hxv -18) (lfsrs 12) (knh (if #t -2 2)) (fidyy 8)) (- hxv 12));12;-12;(letrec* ((hxv -18)) '());3
(let ((rbr 26) (j 24) (bvcoq -24)) (- (let* ((atfs 0)) bvcoq) (begin (/ (+ 2 -7) -1) 19)));18;-24;(let ((rbr 26) (bvcoq -24)) (- (let* () bvcoq) (begin 19)));9
(let* ((zu (- -8 (/ (/ -25 27) 2))) (mv (begin -5 -10)) (trunqj 24) (j -5)) (- zu -11));20;24;(let* ((zu (- -8 (/ (/ -25 27) 2)))) '());12
(let* ((eeil 25) (b (* 11 2)) (x 8)) -23);8;-10;(let* ((x 8)) '());3
(letrec* ((u (if #f 29 13)) (j (- -16 22)) (iarug -26)) (let ((pqubjr 28) (nxcvu u)) (begin -18 u)));16;26;(letrec* ((j (- -16 22))) '());6
(let* ((lbgr (if #t 19 28)) (dk -16) (x -9) (p 19)) (if (= -2 26) (* 29 (/ -13 dk)) dk));21;-26;(let* ((x -9)) '());3
(let* ((sk (* -8 (/ 25 -5))) (px (* -21 6)) (p 3)) (* (- (/ -19 sk) -26) 30));23;12;(let* ((sk (* -8 (/ 25 -5)))) '());9
(let* ((pbs -3) (tj 19) (or -14) (luslhf -23)) tj);6;30;(let* ((or -14)) '());3
(let* ((ngha 18) (fw (letrec* () -16)) (mt 28) (w 19)) w);7;-2;(let* ((fw (letrec* () -16)) (mt 28)) '());5
(let ((jgzdaq -29) (fqco 2) (lv 26) (xc -27)) -16);6;-2;(let ((lv 26)) '());3
(let* ((btzyoi 20) (jx -29)) (* 27 -27));7;19;(let* ((jx -29)) '());3
(letrec* ((s -26) (i -14) (upujxc (+ -26 -29)) (v -25)) (begin v -9));11;10;(letrec* ((upujxc (+ -26 -29))) '());6
(let ((cbze (if #t -15 7)) (ntgto -27)) (if #f (/ (let* () (+ -20 10)) ntgto) cbze));17;-2;(let ((cbze (if #t -15 7)) (ntgto -27)) (if #f (/ (let* () (+ -20 10)) ntgto) '()));17
(let ((zrfk (* -23 -21)) (fq -9)) (- (+ (+ 10 (* 7 fq)) zrfk) fq));19;-25;(let ((fq -9)) '());3
(let ((rf (if #f (let* () -26) (if #t 22 (+ -12 19)))) (eikzxl (if (= 13 -5) -30 29)) (y (+ 0 -6)) (rtxhr -7)) (begin 3 (set! rtxhr y) 19));29;-12;(let ((rf (if #f (let* () -26) (if #t 22 (+ -12 19))))) '());13
(let ((xrrejz (* -29 (begin 22 21))) (b (begin 4 10)) (rpwgxg (/ -25 16)) (qp -20)) qp);16;-15;(let ((b (begin 10))) '());4
(let* ((owtiav (begin -30 3)) (ucqfv 19) (tlzwp (if #t 12 10)) (ydvj -23)) owtiav);11;-5;(let* ((ydvj -23)) '());3
(let* ((mjcqar 19)) (+ (* (begin (set! mjcqar 20) mjcqar) (- (+ (/ (- mjcqar (- mjcqar 6)) -16) 25) (/ -21 1))) -5));30;-2;(let* ((mjcqar 19)) (+ (* (begin (set! mjcqar 20) mjcqar) (- (+ (/ (- mjcqar (- mjcqar 6)) -16) 25) (/ -21 1))) -5));30
(let* ((dacdq (- 17 8)) (ka -25)) dacdq);7;-2;(let* ((dacdq (- 17 8))) '());6
(letrec* ((xbig 2) (qwtev 1) (sull -30)) qwtev);5;-10;(letrec* ((sull -30)) '());3
(letrec* ((vzbrm -4) (sgodkq (+ 0 (if #t -30 18))) (bdupgu (- -1 -29)) (qhqby -7)) -25);15;-15;(letrec* ((sgodkq (+ 0 (if #t -30 18)))) '());9
(letrec* ((as -21) (tjijg 28) (fzdeg (if #t 28 -18)) (p 20)) (- -11 -21));12;-23;(letrec* ((tjijg 28)) '());3
(let* ((s -10) (t -28) (lebbr 24) (wmi 22)) (- -8 (let* ((hce -20)) (* t hce))));14;1;(let* ((t -28)) (- -8 (let* ((hce -20)) (* t hce))));11
(letrec* ((ha (begin 0 7)) (rq 1) (goriw -6)) (let ((z (if #t (- 25 (- 22 -19)) 26)) (uq (* -30 (* (/ ha ha) (* goriw -7))))) (/ -24 (/ (+ ha (/ rq z)) (- ha 23)))));46;-13;(letrec* ((goriw -6)) '());3
(let* ((wg 10)) (+ (letrec* ((rjxcs 13)) (* 9 (/ 10 -1))) (if #f (let* () 11) wg)));18;3;(let* ((wg 10)) (+ (letrec* ((rjxcs 13)) (* 9 (/ 10 -1))) (if #f (let* () 11) wg)));18
(let ((fddcom (/ -9 25)) (rw 1)) (if #t 25 (/ -17 (/ fddcom 2))));16;-27;(let ((rw 1)) '());3
(let* ((uyps -21) (sjsbt 17) (hzub -7) (w -10)) (begin (set! w uyps) 24));9;29;(let* ((sjsbt 17)) '());3
(let ((n -20) (iq (begin -29 -5)) (qt (if #t -5 20)) (wuez -8)) (+ iq 0));14;30;(let ((qt (if #t -5 20))) '());6
(letrec* ((x 3) (fj 5) (ks 15)) (begin fj (* 8 x) x (/ ks (- 27 (- ks (/ (* 12 12) (- ks ks)))))));30;5;(letrec* ((ks 15)) '());3
(let* ((tvtq (* 20 8)) (fat 27)) (letrec* ((zh (- fat fat)) (fmic 28)) (let* () zh)));14;-7;(let* ((fat 27)) '());3
(letrec* ((tlnl (if #t (let* () -1) -23)) (fkrxb 8) (xwif -6) (zcuvn 3)) (+ (let ((bsmsx zcuvn)) xwif) fkrxb));15;-22;(letrec* ((tlnl (if #t (let* () -1) -23)) (fkrxb 8) (xwif -6) (zcuvn 3)) (+ (let () xwif) fkrxb));14
(letrec* ((z 5) (tqp (begin 3 30)) (sh (+ -13 0)) (nsafh -30)) (- (/ (+ -10 (* -26 (- nsafh 10))) (/ z 21)) (if #t (* nsafh tqp) nsafh)));35;-5;(letrec* ((nsafh -30)) '());3
(let* ((vxwho -16) (ghku -6) (uhdewg 4) (hbexa -25)) -25);6;28;(let* ((vxwho -16)) '());3
(letrec* ((tlrqg (* 1 8)) (jxjp -20) (hqf 16)) jxjp);8;-7;(letrec* ((hqf 16)) '());3
(let* ((gkjlz -15) (kd 17) (gilltx 25)) (+ -24 gilltx));8;-7;(let* ((gilltx 25)) '());3
(let ((cxk (begin -18 -23 10)) (ss (if (< -20 -14) (if #f -14 16) 16)) (zs 13) (bgimg 3)) (* (* ss cxk) (/ (* cxk 5) bgimg)));30;30;(let ((zs 13)) '());3
(let* ((tpdkl (if #f -14 (begin 13 9))) (cphysx (if (= 7 8) (/ 20 -14) -6)) (ybutvq (/ -25 19)) (jytk 1)) (if #f (if (< cphysx 14) (if #f -12 (/ 4 22)) -11) (let ((oeodk (* 22 30))) -21)));43;-8;(let* ((cphysx (if (= 7 8) (/ 20 -14) -6)) (ybutvq (/ -25 19))) '());16
(letrec* ((bnc 2) (r (if #t (if #f -30 -8) (* 15 9))) (u -27) (l 30)) l);15;-18;(letrec* ((u -27)) '());3
(let ((g 1) (by 7) (rvgibh 18)) (let* ((whsk -29)) (- (- (/ whsk (/ (* (/ -3 (/ g rvgibh)) 11) rvgibh)) -17) 29)));28;-27;(let ((by 7)) '());3
(let* ((lq -23) (qjykh -13)) (let ((i qjykh) (yy lq)) (/ 18 30)));10;3;(let* ((lq -23) (qjykh -13)) (let ((yy lq)) '()));6
(let* ((ytaoc -3)) (+ 17 0));6;24;(let* ((ytaoc -3)) '());3
(letrec* ((xs -12) (guil (begin 14 28)) (wkmvkf -6) (rxy 17)) guil);8;23;(letrec* ((rxy 17)) '());3
(letrec* ((b (begin -27 13 1)) (u -19) (ux 5) (paa 13)) 1);9;21;(letrec* ((u -19)) '());3
(let ((qwgpii 8)) 19);3;25;(let ((qwgpii 8)) '());3
(let* ((wpdc (+ (begin 16 -2) (begin -22 -24))) (dxxjl (begin 29 -30)) (ww 18) (zaz -21)) wpdc);15;8;(let* ((wpdc (+ (begin -2) (begin -24)))) '());8
(let* ((v (if #t (* -11 (if #f 14 -23)) (if #f (if #t -4 26) (- -4 -23)))) (l 8) (q 12) (iduei 8)) (let* ((no (- (+ (+ q l) v) (* 25 22))) (recgip 7)) -7));39;-25;(let* () (let* ((recgip 7)) '()));4
(letrec* ((ffon (if #f -12 7)) (qwlg -15) (ovodj -9) (fjy 14)) fjy);9;-12;(letrec* ((ffon (if #f -12 7))) '());6
(let ((smhbke (begin (- 10 -9) 2 -2)) (uf (- 5 -12)) (vp (if #t 24 -23)) (ymlhny 2)) (/ -11 uf));21;-11;(let ((uf (- 5 -12))) '());6
(let* ((ve (- (begin 4 -10) (begin -14 27))) (rlsuf (- (if #t 30 -8) (if #t 22 -18))) (yk -18) (udiv -28)) (if #t (* -12 29) 5));28;-18;(let* ((yk -18)) '());3
(letrec* ((ktpzj (begin 15 3 2)) (jvc (if #f 14 (if #f -10 -12))) (cnf (if #t 13 -14)) (b -13)) (* (+ (begin cnf (/ (+ -29 11) -8)) (if #t (/ -2 27) -21)) cnf));38;-8;(letrec* ((ktpzj (begin 2))) '());4
(let* ((o (let* () -25)) (fwyhn (if #f -27 -14)) (ew 22)) (begin (set! o (if #f (/ o 10) ew)) (/ -12 (+ (+ (+ (+ o o) 23) (- 17 (/ 4 o))) (+ -6 -28))) (set! o 1) (/ (/ fwyhn fwyhn) ew)));51;12;(let* ((o (let* () -25)) (ew 22)) (begin (set! o (if #f (/ o 10) ew)) (set! o 1)));15
(letrec* ((iqng (if #t (begin -2 24) (begin -16 -2))) (brpwh -13) (bdvqay (* -12 13)) (iix -14)) bdvqay);16;14;(letrec* ((bdvqay (* -12 13))) '());6
(let* ((kjt -14) (nkpkyk 3) (b -4)) 29);5;-25;(let* ((b -4)) '());3
(let* ((oumbjn -27) (stssbb 22) (jetrd -11) (xgyb 3)) (/ stssbb 10));9;14;(let* ((jetrd -11)) '());3
(let* ((rci (/ (begin -7 -27) -5)) (iq -7) (lg -17) (clohoo 17)) iq);11;18;(let* ((lg -17)) '());3
(let ((e 25) (sju -4)) sju);4;3;(let ((sju -4)) '());3
(letrec* ((p (+ (let* () -19) 15)) (atjqc 0) (kzi (if #t -19 -12)) (jujbbs 15)) -11);13;-4;(letrec* ((p (+ (let* () -19) 15))) '());7
(letrec* ((kamz 6) (l (+ -24 16)) (f -2)) (let ((uyksy kamz) (fwq -15)) (- (+ -7 kamz) (if #t l (/ (* 0 l) (* 7 -8))))));29;-14;(letrec* ((l (+ -24 16))) '());6
(let ((mnv -14) (w (if (< -18 -18) -28 (if #t -13 1))) (z (+ -9 -12)) (ssiqlu 9)) (/ (let* ((e 10)) -18) (begin (+ (* (* ssiqlu 15) -12) 20) (set! mnv w) mnv)));36;-14;(let ((mnv -14) (w (if (< -18 -18) -28 (if #t -13 1)))) (/ (let* () -18) (begin mnv)));18
(let* ((htaw (if #t 30 (if #t (if #f 27 16) -4))) (yddki (+ 15 (if #f -11 28))) (h 20) (tdato 21)) (+ yddki (* 15 8)));27;28;(let* ((htaw (if #t 30 (if #t (if #f 27 16) -4)))) '());12
(let ((uwa (+ 20 (* -13 20))) (y (if (< 29 22) -2 8)) (iohl 21) (nbxax 15)) (begin 16 16 -13));21;3;(let ((nbxax 15)) '());3
(let* ((w (* 2 (+ 20 25))) (atg 24) (bf -9)) -19);11;-10;(let* ((bf -9)) '());3
(let* ((kmwrah (begin 7 -29)) (igpd -4) (tm -4)) (/ (let* ((pjn -30)) -15) (begin (set! igpd (- (* kmwrah kmwrah) (- -18 kmwrah))) tm -17)));25;-17;(let* () (/ (let* ((pjn -30)) -15) (begin -17)));8
(let* ((swurc -12) (pu -12) (lu -29)) (/ (begin -27 (+ (* 10 swurc) (+ -27 pu))) 13));19;29;(let* ((lu -29)) '());3
(let ((w -27) (appnne (begin -24 16)) (a -7) (ogkye -30)) (begin (/ a -23) a (/ (- a 23) (* -20 -18)) w));24;-26;(let ((a -7)) '());3
(let ((gnroh -3) (mltrml 30) (begrr -7) (gsclv 15)) (if (= begrr (- begrr -18)) gnroh -16));15;-21;(let ((begrr -7) (gsclv 15)) '());4
(let* ((q 25) (g 12) (ungkp 9)) ungkp);5;17;(let* ((ungkp 9)) '());3
(letrec* ((gkfkcr 0) (afl 19) (zun (* 1 18)) (lzouz 15)) -15);9;29;(letrec* ((afl 19)) '());3
(letrec* ((c (- (begin 8 -5) (if #t (if #f 0 14) -29))) (dlhp (begin 7 12)) (wqoreg -25) (y -23)) (let* ((r wqoreg) (veotd 24)) -7));22;5;(letrec* () (let* ((veotd 24)) '()));4
(letrec* ((daufol 1) (xuo (let () 5)) (bzidy (if #t -22 -27)) (ehfgg -21)) -30);10;8;(letrec* ((daufol 1) (xuo (let () 5))) '());5
(let* ((pdxsgt (begin 21 9)) (ukx (+ 24 -26)) (bwxfpj 10)) 16);10;12;(let* ((pdxsgt (begin 9))) '());4
(let* ((bdtgf (begin -22 29)) (u (/ 22 -7)) (wv 27)) (let ((bbeku (* 24 (* (- u (- (/ bdtgf u) (/ (* (/ -29 26) u) 27))) -17))) (tdxrz 20)) (if #t (/ -26 -2) (if #f 23 -22))));46;0;(let* ((bdtgf (begin 29))) '());4
(let ((myz (if #f 21 (/ 10 -14))) (z -24) (oze 22)) (if #f (* (+ myz (- oze oze)) -2) (+ -25 (+ z z))));29;19;(let ((z -24)) '());3
(let ((hq -28) (oxf (- 12 17)) (hcof (* 25 -23)) (sviv 17)) (let* ((tjbfl (+ sviv -12))) (/ 4 (/ -21 (/ 6 -15)))));26;-29;(let ((oxf (- 12 17)) (sviv 17)) '());7
(let* ((xzed (/ (if #f -13 10) 2)) (hodr (/ (- -17 -21) -3)) (k -11) (txmhon -10)) 19);18;-19;(let* ((hodr (/ (- -17 -21) -3))) '());9
(let* ((luma (if #t -14 -14)) (kf (if #f 19 19)) (lmxvbf -5)) (let* ((qmsswy 20)) (begin 29 (+ luma 22))));18;-2;(let* ((lmxvbf -5)) '());3
(let ((lgxjnf (let ((lk -6)) (if #t -3 (/ (* 16 (* -18 29)) (+ (* 3 (+ -19 (* -13 (- -5 lk)))) -13))))) (qncrb -18) (fiqu 6) (my 26)) (/ lgxjnf (begin (* lgxjnf (- -26 qncrb)) fiqu qncrb)));47;19;(let ((lgxjnf (let ((lk -6)) (if #t -3 (/ (* 16 (* -18 29)) (+ (* 3 (+ -19 (* -13 (- -5 lk)))) -13))))) (my 26)) '());33
(let* ((ng 0)) (/ (if #f (begin 20 (* 29 -6)) -3) (/ 7 (+ (if #t (+ ng (+ -26 16)) (* -18 ng)) (* 28 17)))));35;28;(let* ((ng 0)) '());3
(let* ((lilly -15)) -5);3;27;(let* ((lilly -15)) '());3
(let ((dsh (if #t (begin 8 -20) (+ -20 (if #t -16 7)))) (uuv 7) (dm -28) (w -13)) (if #f (+ (+ (+ dm dsh) (* -13 uuv)) (/ (+ w dm) (+ 19 -5))) (* (- uuv (/ (- (+ (* -25 (/ dsh (* (+ uuv dm) w))) -30) dm) (* -15 w))) w)));71;-6;(let ((dm -28)) '());3
(letrec* ((rboi (if #f 27 27)) (cow 30)) -6);7;-2;(letrec* ((rboi (if #f 27 27))) '());6
(letrec* ((hylpbt -4) (smci (* 8 0)) (l 11)) (* (* (- (/ l 27) smci) hylpbt) (+ (- (/ -10 (* 2 (+ -6 8))) 28) (- 30 23))));38;-7;(letrec* ((l 11)) '());3
(letrec* ((nelkjp (begin (* 27 24) -17 6)) (bbt 5) (xw 6) (oluxqf 8)) (let* ((pmz xw) (nekqml (- bbt -20))) -17));18;-8;(letrec* ((xw 6)) (let* ((pmz xw)) '()));5
(let ((k (if #f -17 24)) (o -30) (w 8) (c 0)) (+ 26 -6));12;-26;(let ((w 8)) '());3
(let* ((ezf (if #t 26 26)) (qjyd 2) (uvbowa -6)) qjyd);8;-6;(let* ((ezf (if #t 26 26))) '());6
(let* ((ogxyq 20) (v -21) (wlhnb -2) (fzfflt 26)) (begin (if #f ogxyq -21) (set! v -19) 26 -10));14;13;(let* ((v -21)) (begin (set! v -19)));5
(let* ((gi (begin -24 -24)) (ysluvh (+ -19 -27)) (q 11)) (- 17 (begin (set! gi 24) (/ (/ 4 gi) (/ 23 q)))));25;28;(let* ((ysluvh (+ -19 -27))) '());6
(let* ((mga 11) (kjuole 21)) -1);4;-26;(let* ((mga 11)) '());3
(let* ((kkkedh (if #t 19 7)) (ajle -5)) (if (< kkkedh (+ 8 ajle)) -18 (/ (+ (+ -7 ajle) 16) -14)));25;16;(let* ((kkkedh (if #t 19 7)) (ajle -5)) '());7
(let* ((qbe 0) (gue (begin -11 10)) (mnlei -27) (gc 18)) (/ (/ (- (- gue qbe) gue) gc) qbe));20;-5;(let* ((gc 18)) '());3
(let ((c (if #t -6 (+ -1 -19))) (twzwun (/ 2 9)) (hx 0)) (let* ((m -29) (lem hx)) (- (if #t lem 16) (* (- 27 (/ -1 7)) 25))));32;17;(let ((hx 0)) '());3
(letrec* ((ylchhb 22)) (if #t (+ ylchhb (+ 26 4)) (/ ylchhb (if #f ylchhb -8))));18;21;(letrec* ((ylchhb 22)) '());3
(let* ((eoftg -8)) (if (= (/ -18 (/ 28 -12)) eoftg) (let* ((a eoftg)) (* (/ -15 -7) -15)) (+ 29 (/ 5 1))));29;-9;(let* ((eoftg -8)) (if (= (/ -18 (/ 28 -12)) eoftg) (let* ((a eoftg)) '()) '()));17
(let* ((osr -26) (hphs -27)) osr);4;17;(let* ((hphs -27)) '());3
(let* ((yhn 8) (srpoa 12) (faur 19)) yhn);5;-21;(let* ((yhn 8)) '());3
(let* ((qsdox -18)) (if (= 20 qsdox) -17 (* (* qsdox -4) (* qsdox qsdox))));18;-7;(let* ((qsdox -18)) '());3
(let ((atkm (/ -8 (- -11 -13))) (kgaken (- 17 14)) (imwb -29)) 13);14;-18;(let ((atkm (/ -8 (- -11 -13)))) '());9
(letrec* ((idrf (if #t (+ -5 11) (if #t 20 6))) (ts -26) (xyzz 27) (aiozs 2)) (begin (set! xyzz aiozs) (/ aiozs idrf) -19));22;19;(letrec* ((aiozs 2)) '());3
(let* ((d -3) (x (if #t -8 10)) (vytiv 8)) d);8;14;(let* ((vytiv 8)) '());3
(let ((mqdd (/ -18 28)) (xuidy (+ 30 -5)) (ph 14)) (+ (if #t (/ (+ -6 (+ (* 17 xuidy) (/ (/ -15 -4) 13))) 12) (if (< mqdd (- 25 30)) 25 ph)) (if #f ph (+ -25 mqdd))));50;-18;(let ((mqdd (/ -18 28))) '());6
(let* ((tvltrx (- -27 -10)) (vbj (if (= 15 -20) -20 -17)) (emef (- 17 6)) (s 4)) -10);18;4;(let* ((tvltrx (- -27 -10))) '());6
(let* ((ajit -19)) (- (/ ajit (- ajit (+ 30 (+ (/ -13 (* 28 (* -4 (+ (- ajit (+ -4 ajit)) 11)))) -21)))) (let* ((aq 16)) (if #t (+ aq -27) (- 17 30)))));47;24;(let* ((ajit -19)) (- (/ ajit (- ajit (+ 30 (+ (/ -13 (* 28 (* -4 (+ (- ajit (+ -4 ajit)) 11)))) -21)))) (let* ((aq 16)) (if #t (+ aq -27) (- 17 30)))));47
(let* ((y 6) (pjiv 5) (qxd 8) (qts 25)) (- (- (begin (set! pjiv 28) (* 24 (* -12 (* qxd 21)))) (begin 9 (- (- -22 qxd) -12))) (let* ((qlzq (- 21 (- 12 0)))) (- -29 13))));43;-1;(let* ((qxd 8)) (- (- (begin (* 24 (* -12 (* qxd 21)))) (begin (- (- -22 qxd) -12))) (let* ((qlzq (- 21 (- 12 0)))) (- -29 13))));37
(letrec* ((du (if #t (if #t 9 22) (let* () 1))) (xjexn 19) (ejwxvf (if #t 17 -27)) (joose 0)) (let* ((t -15) (llw (* 0 30))) (if #f -14 (+ du 24))));28;11;(letrec* ((du (if #t (if #t 9 22) (let* () 1)))) (let* ((llw (* 0 30))) '()));15
(letrec* ((tsm (begin -9 -13 -12)) (mdgzft (begin 18 -7)) (y 0) (vuwb 24)) -13);11;12;(letrec* ((tsm (begin -12))) '());4
(let ((vh (begin -10 -29)) (hqvciw (+ 25 -4)) (jwz 22)) (+ (begin (/ hqvciw 26) 15 hqvciw) jwz));19;-14;(let ((hqvciw (+ 25 -4))) '());6
(let* ((wpwupd -25) (izmzyq 8) (sbyetx -25) (z 25)) sbyetx);6;-5;(let* ((z 25)) '());3
(letrec* ((t (/ (let () -1) 29)) (nk 17) (b -5) (gv 22)) (* t (- (+ b (- (- -30 30) nk)) t)));25;28;(letrec* ((t (/ (let () -1) 29))) '());7
(let ((qeehz (letrec* ((ykfu 3)) (* 4 -3))) (hppisl 18) (lfcm 7) (ittg -22)) (- 14 (+ (if (= (* (- (+ (+ 28 27) -16) 19) (/ qeehz 29)) (* ittg ittg)) 7 (+ (/ -17 30) -29)) ittg)));47;-29;(let ((qeehz (letrec* () (* 4 -3))) (ittg -22)) '());8
(let* ((zzt -28) (mncpoc 28) (nq -29)) (* mncpoc (+ 17 -17)));11;6;(let* ((zzt -28)) '());3
(let* ((amjdk (- -3 -6)) (ovxscu -24) (bxeukc -27)) (let* ((hrjkhe -3) (j (+ ovxscu 14))) (* (+ (- 7 (- 21 (* -18 amjdk))) 12) (+ -24 -21))));32;1;(let* ((ovxscu -24)) '());3
(letrec* ((kuzrw -20) (s 3)) 18);4;21;(letrec* ((s 3)) '());3
(let* ((hjhw (+ 28 (- -14 23))) (rsvyhi -26) (nnnijx 21)) (begin (/ 22 nnnijx) (set! nnnijx (- nnnijx 16)) (set! nnnijx nnnijx) rsvyhi));23;4;(let* ((rsvyhi -26) (nnnijx 21)) (begin (set! nnnijx (- nnnijx 16)) (set! nnnijx nnnijx)));11
(let* ((dfgu (- (if #t -25 -5) 11)) (dpmcnw 5) (br (+ -14 25)) (wnlqa 12)) (/ (+ (begin (set! dpmcnw 14) dpmcnw) -19) 29));24;-4;(let* ((dfgu (- (if #t -25 -5) 11))) '());9
(let* ((aj (begin -10 2 -29)) (moqvp 9) (c -11) (myhyqv -4)) (if #t (begin moqvp c c) myhyqv));15;-12;(let* ((aj (begin -29))) '());4
(letrec* ((ip -6) (kohwk -26)) (* ip (+ 11 15)));10;24;(letrec* ((ip -6)) '());3
(letrec* ((coe (if #f (if #t 18 6) -28)) (i -6) (zszfo -23)) 14);11;13;(letrec* ((i -6)) '());3
(let ((jahws (begin (if #f -23 12) 11 15)) (hp (if (= 27 20) -5 -7)) (zuuy (if #t -11 20)) (b 11)) b);21;18;(let ((zuuy (if #t -11 20))) '());6
(let* ((uvl (* 28 (- -17 3))) (onp 3) (theeqa 10)) (/ (- (letrec* () 4) uvl) (- (if #f 8 (/ (- 14 uvl) (- theeqa (+ uvl -25)))) 29)));36;26;(let* ((uvl (dummy -2)) (theeqa 10)) (/ (- (letrec* () 4) uvl) (- (if #f 8 (/ (- 14 uvl) (- theeqa (+ uvl -25)))) 29)));31
(let ((culf 13) (yhij (if #t 11 -14)) (vy -9)) (+ vy -1));11;30;(let ((culf 13)) '());3
(let* ((o -13) (tmxv -20) (qdunp -14) (zebym 6)) (if #f (/ tmxv -5) (if #f (if #t -14 (if #t (/ o 14) o)) (- (- -29 -23) 7))));30;12;(let* ((o -13)) '());3
(let ((mrpxu (if #t -24 (let () -10))) (uqfnuw (/ (/ -26 9) (if #f 12 -30))) (ucbyki (/ 11 19)) (nb -7)) mrpxu);22;11;(let ((mrpxu (if #t -24 (let () -10))) (nb -7)) '());8
(let* ((caeof 12) (gthrd 25) (ehc (/ -17 -24)) (ld -10)) (let* ((vyttdg 25)) (+ ehc -6)));14;28;(let* ((ld -10)) '());3
(let* ((jv (begin 25 -19)) (nkh (* -11 7)) (lfoqjf -4)) -14);10;0;(let* ((jv (begin -19))) '());4
(let ((vdjf -7) (b 22)) (+ b 30));7;-1;(let ((b 22)) '());3
(let* ((gdrgt (let ((z -29)) (if #f z z))) (v -10) (li 17) (qag -1)) 13);11;-10;(let* ((gdrgt (let ((z -29)) (if #f z z))) (li 17)) '());9
